Alloy,e/a,delta_r,delta_X,delta_H,Omega,sws,B,c11,c12,c,c44,BV,GV,EV,vV,BR,GR,ER,vR,BH,GH,EH,vH,AVR,Compostion
TiCrZrNbMo,5.1,0.264054445,0.112359913,-6.246199291,5.061913369,2.969,151.69,253.65,100.71,76.47,48.17,151.69,59.49,157.84,0.33,151.69,56.54,150.87,0.33,151.69,58.01,154.37,0.33,0.03,2025152020
TiCrZrNbMo,5.1,0.293800953,0.115207422,-5.997825145,5.371467606,2.995,150.35,252.32,99.36,76.48,48.14,150.35,59.47,157.63,0.33,150.35,56.51,150.66,0.33,150.35,57.99,154.16,0.33,0.03,1520202025
TiCrZrNbMo,5.05,0.273567176,0.114590576,-5.692047367,5.642997648,3.004,146.3,242.2,98.34,71.93,46.24,146.3,56.52,150.21,0.33,146.3,53.95,144.13,0.34,146.3,55.23,147.18,0.33,0.02,1520202520
TiCrZrNbMo,5,0.2827521,0.121345581,-5.94434092,5.33403652,3.015,140.5,230.37,95.56,67.41,45.93,140.5,54.52,144.82,0.33,140.5,52.64,140.38,0.33,140.5,53.58,142.61,0.33,0.02,1520252020
TiCrZrNbMo,5.1,0.273210542,0.120149906,-6.471671725,4.904737147,2.984,148.2,248.31,98.14,75.08,46.77,148.2,58.1,154.14,0.33,148.2,55.08,147.02,0.33,148.2,56.59,150.59,0.33,0.03,1525202020
TiCrZrNbMo,4.9,0.250021999,0.114187346,-5.482650542,5.644948799,3.006,136.75,218.29,95.98,61.15,47.23,136.75,52.8,140.34,0.33,136.75,51.96,138.37,0.33,136.75,52.38,139.36,0.33,0.01,2520202015
TiCrZrNbMo,4.95,0.275490472,0.11497391,-5.891793399,5.26939644,2.996,140.93,227.92,97.43,65.24,48.17,140.93,55,146,0.33,140.93,53.8,143.18,0.33,140.93,54.4,144.6,0.33,0.01,2520201520
TiCrZrNbMo,5,0.265674143,0.107306803,-5.591379405,5.626352861,2.986,146.9,239.97,100.36,69.81,48.46,146.9,57,151.42,0.33,146.9,55.22,147.2,0.33,146.9,56.11,149.31,0.33,0.02,2520152020
TiCrZrNbMo,4.9,0.27574626,0.108240473,-4.948877004,6.349835795,3.016,139.27,222.7,97.56,62.57,48.18,139.27,53.94,143.32,0.33,139.27,53.06,141.25,0.33,139.27,53.5,142.29,0.33,0.01,2515202020
TiCrZrNbTa,4.8,0.110810649,0.111067547,-3.825634669,8.622826886,3.047,135.18,203.14,101.2,50.97,57.32,135.18,54.78,144.79,0.32,135.18,54.6,144.37,0.32,135.18,54.69,144.58,0.32,0,2020201525
TiCrZrNbTa,4.8,0.112955744,0.111067547,-3.717698161,8.680341759,3.044,132.58,201.59,98.07,51.76,52.12,132.58,51.97,137.9,0.33,132.58,51.97,137.9,0.33,132.58,51.97,137.9,0.33,0,2020202515
TiCrZrNbTa,4.85,0.102882214,0.104176533,-3.692063078,9.046612456,3.035,140.54,213.93,103.85,55.04,57.1,140.54,56.27,148.94,0.32,140.54,56.26,148.9,0.32,140.54,56.26,148.92,0.32,0,2020152025
TiCrZrNbTa,4.85,0.103512077,0.104176533,-3.649840856,9.053056747,3.034,139.15,213.06,102.2,55.43,54.43,139.15,54.83,145.4,0.33,139.15,54.83,145.39,0.33,139.15,54.83,145.39,0.33,0,2020152520
TiCrZrNbTa,4.75,0.119828002,0.116939087,-3.903705117,8.160967922,3.055,127.5,191.18,95.66,47.76,52.54,127.5,50.63,134.13,0.32,127.5,50.52,133.87,0.32,127.5,50.57,134,0.32,0,2020252015
TiCrZrNbTa,4.75,0.118358565,0.116939087,-3.969419403,8.116164207,3.057,128.77,191.94,97.19,47.38,55.09,128.77,52,137.5,0.32,128.77,51.72,136.84,0.32,128.77,51.86,137.17,0.32,0,2020251520
TiCrZrNbTa,4.75,0.107777549,0.102951445,-2.388677458,13.96846048,3.066,134.51,199.65,101.94,48.86,57.76,134.51,54.2,143.34,0.32,134.51,53.83,142.49,0.32,134.51,54.02,142.92,0.32,0,2015202025
TiCrZrNbTa,4.75,0.109137528,0.102951445,-2.329641744,14.16857305,3.065,133.21,198.87,100.38,49.24,55.22,133.21,52.83,139.99,0.32,133.21,52.67,139.6,0.33,133.21,52.75,139.8,0.33,0,2015202520
TiCrZrNbTa,4.7,0.115302862,0.108557588,-2.444424922,13.3343514,3.076,128.33,188.76,98.11,45.33,55.6,128.33,51.49,136.24,0.32,128.33,50.98,135.04,0.32,128.33,51.23,135.64,0.32,0,2015252020
TiCrZrNbTa,4.85,0.115516233,0.117944902,-5.050902766,6.314223591,3.023,133.62,205.66,97.61,54.03,51.69,133.62,52.63,139.56,0.33,133.62,52.6,139.5,0.33,133.62,52.61,139.53,0.33,0,2025202015
TiCrZrNbTa,4.85,0.114712685,0.117944902,-5.099430543,6.324427124,3.025,134.93,206.41,99.19,53.61,54.37,134.93,54.07,143.08,0.32,134.93,54.06,143.08,0.32,134.93,54.06,143.08,0.32,0,2025201520
TiCrZrNbTa,4.9,0.106060124,0.110791471,-4.889756862,6.680057131,3.014,140.41,217.46,101.88,57.79,54.13,140.41,55.59,147.33,0.33,140.41,55.54,147.2,0.33,140.41,55.56,147.27,0.33,0,2025152020
TiCrZrNbTa,4.85,0.11208925,0.110990991,-3.714491812,9.025404969,3.05,137.97,210.18,101.86,54.16,55.85,137.97,55.18,146.06,0.32,137.97,55.16,146.03,0.32,137.97,55.17,146.04,0.32,0,1520202025
TiCrZrNbTa,4.85,0.113132665,0.110990991,-3.666269589,9.046346593,3.048,136.66,209.35,100.32,54.51,53.23,136.66,53.74,142.54,0.33,136.66,53.73,142.52,0.33,136.66,53.74,142.53,0.33,0,1520202520
TiCrZrNbTa,4.8,0.11976957,0.116939087,-3.803649562,8.611063276,3.059,131.53,198.92,97.84,50.54,53.57,131.53,52.36,138.67,0.32,131.53,52.32,138.57,0.32,131.53,52.34,138.62,0.32,0,1520252020
TiCrZrNbTa,4.9,0.11574109,0.117796435,-4.971474194,6.595223658,3.029,137.57,213.28,99.72,56.78,52.8,137.57,54.39,144.18,0.33,137.57,54.32,144.01,0.33,137.57,54.36,144.1,0.33,0,1525202020
TiCrZrNbTa,4.75,0.11187493,0.111135053,-3.858364827,8.224697414,3.04,129.89,194.61,97.53,48.54,53.62,129.89,51.59,136.67,0.32,129.89,51.47,136.39,0.32,129.89,51.53,136.53,0.32,0,2520202015
TiCrZrNbTa,4.75,0.110774546,0.111135053,-3.918079113,8.190832736,3.042,131.13,195.33,99.03,48.15,56.17,131.13,52.96,140.03,0.32,131.13,52.66,139.33,0.32,131.13,52.81,139.68,0.32,0,2520201520
TiCrZrNbTa,4.8,0.102580456,0.104330005,-3.735134507,8.702553805,3.031,136.47,206.06,101.67,52.19,55.89,136.47,54.41,144.09,0.32,136.47,54.35,143.94,0.32,136.47,54.38,144.01,0.32,0,2520152020
TiCrZrNbTa,4.7,0.107796104,0.102936874,-2.453121902,13.23647709,3.062,130.44,191.73,99.79,45.97,56.62,130.44,52.36,138.54,0.32,130.44,51.82,137.28,0.32,130.44,52.09,137.91,0.32,0.01,2515202020
TiCrZrNbW,5.05,0.376728019,0.114328474,-7.352162446,4.66964157,3.002,156.81,252.79,108.82,71.98,59.71,156.81,64.62,170.45,0.32,156.81,64.08,169.19,0.32,156.81,64.35,169.82,0.32,0,2020201525
TiCrZrNbW,4.95,0.314737986,0.113274004,-6.273805304,5.272302174,3.016,145.12,230.29,102.54,63.88,53.05,145.12,57.38,152.1,0.33,145.12,56.91,151,0.33,145.12,57.15,151.55,0.33,0,2020202515
TiCrZrNbW,5.1,0.36663981,0.10645539,-7.056503665,4.92380411,2.992,163.16,265.36,112.06,76.65,60.33,163.16,66.86,176.47,0.32,163.16,65.95,174.35,0.32,163.16,66.4,175.41,0.32,0.01,2020152025
TiCrZrNbW,5.05,0.339798102,0.106173208,-6.643292103,5.13564031,2.999,156.99,253.58,108.7,72.44,56.67,156.99,62.98,166.65,0.32,156.99,62.08,164.54,0.33,156.99,62.53,165.6,0.32,0.01,2020152520
TiCrZrNbW,4.9,0.322711559,0.119677692,-6.549219148,4.987544049,3.027,139.45,219.11,99.62,59.74,53.01,139.45,55.7,147.47,0.32,139.45,55.51,147.02,0.32,139.45,55.61,147.25,0.32,0,2020252015
TiCrZrNbW,4.95,0.357833411,0.120427364,-7.211380602,4.616564268,3.019,145.05,229.82,102.66,63.58,56.05,145.05,59.06,156.01,0.32,145.05,58.84,155.48,0.32,145.05,58.95,155.75,0.32,0,2020251520
TiCrZrNbW,5,0.377559267,0.107721864,-6.725209094,5.161226082,3.021,155.28,247.75,109.05,69.35,59.37,155.28,63.36,167.33,0.32,155.28,63,166.48,0.32,155.28,63.18,166.91,0.32,0,2015202025
TiCrZrNbW,4.95,0.349764206,0.106953261,-6.100888909,5.586569771,3.028,149.52,236.79,105.89,65.45,56.2,149.52,59.9,158.52,0.32,149.52,59.56,157.74,0.32,149.52,59.73,158.13,0.32,0,2015202520
TiCrZrNbW,4.9,0.358277476,0.113264072,-6.338141223,5.31230877,3.038,143.88,225.43,103.11,61.16,56.06,143.88,58.1,153.62,0.32,143.88,57.99,153.37,0.32,143.88,58.05,153.5,0.32,0,2015252020
TiCrZrNbW,5,0.314437593,0.11934823,-7.112067306,4.597683731,2.996,146.77,235.69,102.31,66.69,53.14,146.77,58.56,155.05,0.32,146.77,57.84,153.37,0.33,146.77,58.2,154.21,0.32,0.01,2025202015
TiCrZrNbW,5.05,0.348595754,0.119662024,-7.563120138,4.406424672,2.989,152.81,247.09,105.67,70.71,56.56,152.81,62.22,164.34,0.32,152.81,61.48,162.62,0.32,152.81,61.85,163.48,0.32,0.01,2025201520
TiCrZrNbW,5.1,0.339064522,0.111708326,-7.22740564,4.668230788,2.979,159.09,259.65,108.81,75.42,57.17,159.09,64.47,170.4,0.32,159.09,63.3,167.66,0.32,159.09,63.88,169.03,0.32,0.01,2025152020
TiCrZrNbW,5.1,0.375391795,0.114122741,-7.299491812,4.776903881,3.006,159.72,260.2,109.47,75.36,58.58,159.72,65.29,172.38,0.32,159.72,64.3,170.09,0.32,159.72,64.8,171.24,0.32,0.01,1520202025
TiCrZrNbW,5.05,0.348079014,0.113661779,-6.832047367,5.011921888,3.012,153.77,248.75,106.28,71.24,55.03,153.77,61.51,162.83,0.32,153.77,60.54,160.55,0.33,153.77,61.03,161.69,0.32,0.01,1520202520
TiCrZrNbW,5,0.356859566,0.120327678,-7.091896475,4.770065314,3.023,147.9,237.04,103.34,66.85,54.7,147.9,59.56,157.54,0.32,147.9,58.99,156.21,0.32,147.9,59.28,156.88,0.32,0,1520252020
TiCrZrNbW,5.1,0.347453594,0.119415242,-7.481449503,4.526305569,2.993,155.53,254.3,106.14,74.08,55.48,155.53,62.92,166.33,0.32,155.53,61.67,163.42,0.32,155.53,62.3,164.88,0.32,0.01,1525202020
TiCrZrNbW,4.9,0.315580418,0.113419575,-6.380507685,5.099968776,3.012,142.41,223.44,101.9,60.77,54.38,142.41,56.93,150.72,0.32,142.41,56.76,150.32,0.32,142.41,56.85,150.52,0.32,0,2520202015
TiCrZrNbW,4.95,0.350278461,0.114013157,-6.991793399,4.743800496,3.005,148.16,234.34,105.07,64.63,57.53,148.16,60.37,159.46,0.32,148.16,60.18,159,0.32,148.16,60.27,159.23,0.32,0,2520201520
TiCrZrNbW,5,0.34103189,0.106436601,-6.682807976,5.024916392,2.995,154.22,246.37,108.15,69.11,58.05,154.22,62.47,165.13,0.32,154.22,62.02,164.07,0.32,154.22,62.25,164.6,0.32,0,2520152020
TiCrZrNbW,4.9,0.350821892,0.10705139,-6.17859129,5.429398484,3.024,146.65,229.48,105.24,62.12,57.49,146.65,59.34,156.86,0.32,146.65,59.25,156.66,0.32,146.65,59.3,156.76,0.32,0,2515202020
TiCrZrMoTa,4.95,0.255998047,0.114029601,-5.503170383,6.047155343,3.018,146.1,229.35,104.47,62.44,58.82,146.1,60.26,158.94,0.32,146.1,60.21,158.82,0.32,146.1,60.24,158.88,0.32,0,2020201525
TiCrZrMoTa,5.05,0.30146144,0.115432881,-6.109781494,5.361150552,2.996,151.57,246.97,103.87,71.55,55.88,151.57,62.15,164.03,0.32,151.57,61.25,161.93,0.32,151.57,61.7,162.98,0.32,0.01,2020202515
TiCrZrMoTa,5.05,0.274650232,0.107026866,-5.574085754,6.061678918,2.998,156.14,250.83,108.8,71.02,60.14,156.14,64.49,170.06,0.32,156.14,64.06,169.07,0.32,156.14,64.28,169.57,0.32,0,2020152025
TiCrZrMoTa,5.1,0.294031886,0.107443008,-5.791781442,5.78868256,2.988,159.14,260.21,108.61,75.8,59.03,159.14,65.74,173.34,0.32,159.14,64.76,171.07,0.32,159.14,65.25,172.21,0.32,0.01,2020152520
TiCrZrMoTa,4.95,0.288122804,0.121460899,-6.178110761,5.219340954,3.016,141.71,225.58,99.78,62.9,54.42,141.71,57.81,152.68,0.32,141.71,57.52,152,0.32,141.71,57.67,152.34,0.32,0,2020252015
TiCrZrMoTa,4.9,0.262093018,0.120498963,-5.791433434,5.612980061,3.027,139.13,217.18,100.11,58.54,56.15,139.13,57.11,150.7,0.32,139.13,57.08,150.64,0.32,139.13,57.09,150.67,0.32,0,2020251520
TiCrZrMoTa,4.95,0.283125414,0.108124928,-4.979924623,6.777974265,3.028,148.67,233.94,106.03,63.95,59.6,148.67,61.34,161.78,0.32,148.67,61.27,161.61,0.32,148.67,61.31,161.7,0.32,0,2015202025
TiCrZrMoTa,5,0.30376142,0.109099725,-5.356728935,6.252372945,3.017,151.14,242.34,105.53,68.4,58.09,151.14,62.21,164.12,0.32,151.14,61.82,163.2,0.32,151.14,62.02,163.66,0.32,0,2015202520
TiCrZrMoTa,4.9,0.289383396,0.114519649,-5.230585668,6.305694475,3.037,141.75,221.79,101.73,60.03,57.11,141.75,58.28,153.76,0.32,141.75,58.24,153.68,0.32,141.75,58.26,153.72,0.32,0,2015252020
TiCrZrMoTa,5.05,0.279828519,0.120411793,-6.61459236,4.880147092,2.985,149.32,242.91,102.52,70.2,54.94,149.32,61.04,161.17,0.32,149.32,60.17,159.14,0.32,149.32,60.61,160.15,0.32,0.01,2025202015
TiCrZrMoTa,5,0.25509018,0.119953116,-6.387023656,5.0949737,2.996,146.5,233.83,102.83,65.5,56.33,146.5,60,158.37,0.32,146.5,59.67,157.61,0.32,146.5,59.83,157.99,0.32,0,2025201520
TiCrZrMoTa,5.1,0.272588976,0.112359913,-6.255977068,5.283189038,2.977,156.91,256.14,107.29,74.42,58.04,156.91,64.59,170.4,0.32,156.91,63.65,168.19,0.32,156.91,64.12,169.3,0.32,0.01,2025152020
TiCrZrMoTa,5.05,0.282425211,0.114590576,-5.764269589,5.883216702,3.012,153.36,246.48,106.81,69.84,58.53,153.36,63.05,166.36,0.32,153.36,62.58,165.27,0.32,153.36,62.82,165.82,0.32,0,1520202025
TiCrZrMoTa,5.1,0.302454955,0.115207422,-6.021825145,5.58815848,3.002,155.6,254.95,105.92,74.52,57.43,155.6,64.26,169.46,0.32,155.6,63.23,167.05,0.32,155.6,63.75,168.26,0.32,0.01,1520202520
TiCrZrMoTa,5,0.288874973,0.121345581,-6.04834092,5.479373892,3.021,145.68,233.37,101.84,65.76,55.73,145.68,59.75,157.68,0.32,145.68,59.36,156.78,0.32,145.68,59.55,157.23,0.32,0,1520252020
TiCrZrMoTa,5.1,0.280720502,0.120149906,-6.505449503,5.099668897,2.991,153.36,250.81,104.63,73.09,56.41,153.36,63.08,166.43,0.32,153.36,62.08,164.1,0.32,153.36,62.58,165.26,0.32,0.01,1525202020
TiCrZrMoTa,4.95,0.280748998,0.11497391,-5.968079113,5.382223808,3.001,144.83,230.13,102.19,63.97,55.77,144.83,59.05,155.96,0.32,144.83,58.79,155.34,0.32,144.83,58.92,155.65,0.32,0,2520202015
TiCrZrMoTa,4.9,0.255325283,0.114187346,-5.618650542,5.763496257,3.013,142.12,221.49,102.44,59.53,57.49,142.12,58.31,153.88,0.32,142.12,58.29,153.84,0.32,142.12,58.3,153.86,0.32,0,2520201520
TiCrZrMoTa,5,0.273720204,0.107306803,-5.647379405,5.824447222,2.993,152.12,242.86,106.75,68.06,58.71,152.12,62.45,164.8,0.32,152.12,62.13,164.05,0.32,152.12,62.29,164.42,0.32,0,2520152020
TiCrZrMoTa,4.9,0.28234022,0.108240473,-5.07459129,6.475072424,3.023,144.5,225.82,103.84,60.99,58.28,144.5,59.37,156.65,0.32,144.5,59.34,156.58,0.32,144.5,59.35,156.61,0.32,0,2515202020
TiCrZrMoW,5.2,0.398823269,0.115856592,-7.079698161,4.890420935,2.976,169.92,284.04,112.85,85.59,65.08,169.92,73.29,192.22,0.31,169.92,71.98,189.22,0.31,169.92,72.63,190.72,0.31,0.01,2020201525
TiCrZrMoW,5.2,0.375579552,0.116209939,-6.715888637,4.997397514,2.972,166.42,281.34,108.96,86.19,60.73,166.42,70.91,186.28,0.31,166.42,68.86,181.55,0.32,166.42,69.89,183.92,0.32,0.01,2020202515
TiCrZrMoW,5.3,0.388732234,0.107306803,-6.33852634,5.542691492,2.958,181.31,309.64,117.14,96.25,68.89,181.31,79.83,208.84,0.31,181.31,77.73,204.02,0.31,181.31,78.78,206.44,0.31,0.01,2020152025
TiCrZrMoW,5.3,0.378209928,0.107443008,-6.18523269,5.594312824,2.956,179.48,308.33,115.05,96.64,66.98,179.48,78.84,206.31,0.31,179.48,76.35,200.6,0.31,179.48,77.6,203.47,0.31,0.02,2020152520
TiCrZrMoW,5.1,0.379345159,0.123080258,-7.263624792,4.550369025,2.99,155.52,257.38,104.59,76.39,57.57,155.52,65.1,171.38,0.32,155.52,63.86,168.52,0.32,155.52,64.48,169.95,0.32,0.01,2020252015
TiCrZrMoW,5.1,0.392215183,0.12286578,-7.473394633,4.493612925,2.992,157.29,258.85,106.51,76.17,59.73,157.29,66.31,174.41,0.32,157.29,65.38,172.26,0.32,157.29,65.84,173.34,0.32,0.01,2020251520
TiCrZrMoW,5.2,0.403652078,0.110797112,-6.716456259,5.225669237,2.986,172.07,288.19,114.01,87.09,65.82,172.07,74.33,194.91,0.31,172.07,72.94,191.74,0.31,172.07,73.63,193.33,0.31,0.01,2015202025
TiCrZrMoW,5.2,0.3931094,0.111007883,-6.5279761,5.295302689,2.984,170.2,286.66,111.96,87.35,63.83,170.2,73.24,192.15,0.31,170.2,71.53,188.23,0.32,170.2,72.38,190.19,0.31,0.01,2015202520
TiCrZrMoW,5.1,0.400353281,0.117570192,-7.044301969,4.834803736,3.003,159.41,262.94,107.65,77.65,60.71,159.41,67.48,177.41,0.31,159.41,66.51,175.17,0.32,159.41,67,176.29,0.32,0.01,2015252020
TiCrZrMoW,5.2,0.367334997,0.120747671,-7.115756901,4.649778075,2.96,163.97,277.09,107.41,84.84,59.68,163.97,69.74,183.25,0.31,163.97,67.71,178.56,0.32,163.97,68.73,180.91,0.32,0.01,2025202015
TiCrZrMoW,5.2,0.38017759,0.120601617,-7.29071325,4.610942541,2.963,166.03,278.69,109.7,84.5,61.77,166.03,70.86,186.11,0.31,166.03,69.22,182.32,0.32,166.03,70.04,184.22,0.32,0.01,2025201520
TiCrZrMoW,5.3,0.373487282,0.111770971,-6.513625846,5.239301827,2.945,177.22,304.3,113.69,95.3,65.99,177.22,77.71,203.41,0.31,177.22,75.25,197.75,0.31,177.22,76.48,200.59,0.31,0.02,2025152020
TiCrZrMoW,5.3,0.399948747,0.115827458,-6.749269589,5.223768968,2.972,177.18,303.67,113.94,94.87,67.1,177.18,78.21,204.53,0.31,177.18,76,199.47,0.31,177.18,77.1,202.01,0.31,0.01,1520202025
TiCrZrMoW,5.3,0.389459882,0.115985991,-6.587602923,5.271455488,2.97,175.42,302.23,112.01,95.11,65.28,175.42,77.21,202,0.31,175.42,74.65,196.12,0.31,175.42,75.93,199.07,0.31,0.02,1520202520
TiCrZrMoW,5.2,0.397397471,0.123258874,-7.256587833,4.715227659,2.988,164.18,276.91,107.81,84.55,61.07,164.18,70.46,184.93,0.31,164.18,68.7,180.88,0.32,164.18,69.58,182.91,0.31,0.01,1520252020
TiCrZrMoW,5.3,0.38419266,0.120349491,-6.935424811,4.938555568,2.959,173.28,298.44,110.71,93.86,64.2,173.28,76.06,199.06,0.31,173.28,73.49,193.15,0.31,173.28,74.77,196.11,0.31,0.02,1525202020
TiCrZrMoW,5.1,0.37013376,0.116103402,-6.93022197,4.751369347,2.976,159.1,262.66,107.32,77.67,59.21,159.1,66.6,175.33,0.32,159.1,65.43,172.63,0.32,159.1,66.02,173.98,0.32,0.01,2520202015
TiCrZrMoW,5.1,0.383039162,0.115908369,-7.132364827,4.691068742,2.978,160.91,264.16,109.28,77.44,61.36,160.91,67.79,178.34,0.32,160.91,66.92,176.32,0.32,160.91,67.36,177.33,0.32,0.01,2520201520
TiCrZrMoW,5.2,0.377060672,0.107808859,-6.515052874,5.213803521,2.96,172.04,288.39,113.86,87.27,64.53,172.04,73.62,193.3,0.31,172.04,72.04,189.64,0.32,172.04,72.83,191.47,0.31,0.01,2520152020
TiCrZrMoW,5.1,0.390696813,0.11065261,-6.720060678,5.049610425,2.989,163.08,268.25,110.49,78.88,62.34,163.08,68.96,181.31,0.31,163.08,68.05,179.22,0.32,163.08,68.5,180.27,0.32,0.01,2515202020
TiCrZrTaW,5.05,0.383769462,0.114328474,-7.371448161,4.803303903,3.006,160.82,255.07,113.69,70.69,67.06,160.82,68.51,179.97,0.31,160.82,68.46,179.87,0.31,160.82,68.49,179.92,0.31,0,2020201525
TiCrZrTaW,4.95,0.322389516,0.113274004,-6.401027526,5.447505797,3.023,151.75,234.49,110.38,62.06,65.74,151.75,64.27,168.95,0.31,151.75,64.21,168.83,0.31,151.75,64.24,168.89,0.31,0,2020202515
TiCrZrTaW,5.1,0.376835176,0.10645539,-7.036503665,5.141563658,2.998,168.51,268.31,118.61,74.85,70.48,168.51,72.23,189.59,0.31,168.51,72.16,189.45,0.31,168.51,72.2,189.52,0.31,0,2020152025
TiCrZrTaW,5.05,0.350589147,0.106173208,-6.665514325,5.387400609,3.006,163.7,257.48,116.82,70.33,69.24,163.7,69.68,183.06,0.31,163.7,69.67,183.05,0.31,163.7,69.68,183.06,0.31,0,2020152520
TiCrZrTaW,4.9,0.328028581,0.119677692,-6.697219148,5.091413019,3.033,144.74,222.3,105.96,58.17,63.21,144.74,61.19,160.91,0.31,144.74,61.09,160.67,0.31,144.74,61.14,160.79,0.31,0,2020252015
TiCrZrTaW,4.95,0.363118094,0.120427364,-7.293666317,4.711916182,3.024,149.02,232.16,107.45,62.35,63.49,149.02,63.03,165.73,0.31,149.02,63.03,165.72,0.31,149.02,63.03,165.73,0.31,0,2020251520
TiCrZrTaW,5,0.386614795,0.107721864,-6.774923379,5.334984963,3.026,160.57,250.87,115.42,67.72,69.23,160.57,68.63,180.21,0.31,160.57,68.62,180.19,0.31,160.57,68.62,180.2,0.31,0,2015202025
TiCrZrTaW,4.95,0.359110011,0.106953261,-6.209638909,5.77735345,3.034,156.11,240.79,113.77,63.51,68.72,156.11,66.64,175.01,0.31,156.11,66.54,174.78,0.31,156.11,66.59,174.9,0.31,0,2015202520
TiCrZrTaW,4.9,0.364996918,0.113264072,-6.471855509,5.424094053,3.044,149.12,228.6,109.39,59.61,65.9,149.12,63.39,166.56,0.31,149.12,63.23,166.21,0.31,149.12,63.31,166.38,0.31,0,2015252020
TiCrZrTaW,5,0.320922109,0.11934823,-7.189845084,4.747365976,3.003,151.88,238.55,108.54,65.01,63.34,151.88,64.01,168.37,0.32,151.88,64,168.35,0.32,151.88,64,168.36,0.32,0,2025202015
TiCrZrTaW,5.05,0.354716788,0.119662024,-7.592370138,4.531083296,2.994,156.61,249.09,110.38,69.36,64.06,156.61,66.18,174.03,0.31,156.61,66.08,173.8,0.32,156.61,66.13,173.91,0.31,0,2025201520
TiCrZrTaW,5.1,0.348058544,0.111708326,-7.221183418,4.870806524,2.985,164.21,262.26,115.19,73.54,67.16,164.21,69.71,183.2,0.31,164.21,69.57,182.88,0.31,164.21,69.64,183.04,0.31,0,2025152020
TiCrZrTaW,5.1,0.384810343,0.114122741,-7.303491812,4.970603305,3.011,165.06,263.24,115.97,73.63,68.22,165.06,70.39,184.88,0.31,165.06,70.29,184.65,0.31,165.06,70.34,184.77,0.31,0,1520202025
TiCrZrTaW,5.05,0.357888251,0.113661779,-6.884269589,5.234240828,3.019,160.42,252.72,114.27,69.23,67.44,160.42,68.15,179.1,0.31,160.42,68.14,179.07,0.31,160.42,68.15,179.09,0.31,0,1520202520
TiCrZrTaW,5,0.36393509,0.120327678,-7.179896475,4.911296323,3.028,153.14,240.17,109.63,65.27,64.66,153.14,64.91,170.62,0.31,153.14,64.91,170.62,0.31,153.14,64.91,170.62,0.31,0,1520252020
TiCrZrTaW,5.1,0.355645891,0.119415242,-7.499227281,4.706767111,2.999,160.68,257.04,112.5,72.27,65.26,160.68,68.06,178.93,0.31,160.68,67.89,178.53,0.31,160.68,67.98,178.73,0.31,0,1525202020
TiCrZrTaW,4.9,0.321669085,0.113419575,-6.504507685,5.223174664,3.019,147.43,226.22,108.04,59.09,64.5,147.43,62.34,163.91,0.31,147.43,62.22,163.64,0.32,147.43,62.28,163.78,0.31,0,2520202015
TiCrZrTaW,4.95,0.356117958,0.114013157,-7.056079113,4.852980639,3.01,152.08,236.57,109.83,63.37,65.07,152.08,64.39,169.28,0.31,152.08,64.38,169.25,0.31,152.08,64.38,169.27,0.31,0,2520201520
TiCrZrTaW,5,0.349632307,0.106436601,-6.722807976,5.208291125,3.001,159.52,249.38,114.59,67.39,68.05,159.52,67.79,178.14,0.31,159.52,67.79,178.13,0.31,159.52,67.79,178.14,0.31,0,2520152020
TiCrZrTaW,4.9,0.358268056,0.10705139,-6.288305576,5.562678775,3.03,151.97,232.62,111.65,60.49,67.45,151.97,64.67,169.9,0.31,151.97,64.48,169.47,0.31,151.97,64.57,169.69,0.31,0,2515202020
TiCrNbMoTa,5.15,0.217942653,0.074086099,-4.874227072,7.166272533,2.977,171.59,278.97,117.89,80.54,60.41,171.59,68.46,181.28,0.32,171.59,67.12,178.14,0.33,171.59,67.79,179.71,0.33,0.01,2020201525
TiCrNbMoTa,5.25,0.256349371,0.073039373,-5.20121712,6.615176995,2.957,178.33,300.62,117.18,91.72,59.89,178.33,72.62,191.82,0.32,178.33,69.54,184.63,0.33,178.33,71.08,188.23,0.32,0.02,2020202515
TiCrNbMoTa,5.2,0.243086404,0.073647811,-5.058142605,6.924864697,2.969,176.03,289.76,119.16,85.3,62.28,176.03,71.49,188.89,0.32,176.03,69.82,184.99,0.32,176.03,70.65,186.94,0.32,0.01,2020152025
TiCrNbMoTa,5.25,0.259692125,0.073039373,-5.166931406,6.728446064,2.959,179.5,300.9,118.8,91.05,62.17,179.5,73.72,194.53,0.32,179.5,71.2,188.67,0.32,179.5,72.46,191.61,0.32,0.02,2020152520
TiCrNbMoTa,5.2,0.237172933,0.073647811,-5.110206097,6.714026326,2.966,173.44,288.7,115.81,86.45,57.49,173.44,69.07,182.93,0.32,173.44,66.38,176.62,0.33,173.44,67.73,179.78,0.33,0.02,2020252015
TiCrNbMoTa,5.15,0.21536945,0.074086099,-4.89200485,7.066957864,2.976,170.02,278.03,116.01,81.01,57.86,170.02,67.12,177.95,0.33,170.02,65.33,173.74,0.33,170.02,66.23,175.85,0.33,0.01,2020251520
TiCrNbMoTa,5.15,0.243770384,0.0674611,-4.536240788,7.804990079,2.988,174.06,283.53,119.32,82.1,61.47,174.06,69.72,184.53,0.32,174.06,68.34,181.3,0.33,174.06,69.03,182.92,0.32,0.01,2015202025
TiCrNbMoTa,5.2,0.260712485,0.067266262,-4.771464853,7.365406968,2.978,177.32,293.85,119.05,87.4,61.01,177.32,71.56,189.23,0.32,177.32,69.39,184.15,0.33,177.32,70.48,186.69,0.32,0.02,2015202520
